principal component 1,principal component 2,principal component 3,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
-2.535943,20.304335,-5.843737,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000314516,0.029906839,-99.0,-99.0,0.000359777,0.03421066,5.43217173,516.5366982,0.050649274,4.81616011,8.31053633,0.842899428,2.203577943,209.534774,44.01681729,3.931155389,7.74e-05,0.007357391,12.75769319,4.103517769,390.197075,48.70044932,0.512159552,0.000520341,0.04947839,-99.0,105.1652622,-99.0,54.00906694,2.034905444,193.49597,0.021880256,2.08055922,0.002549531,0.242430922,0.253763477,24.12997141,2.387113704,226.9869018,0.898959214,85480.62304,0.01189846,1.13140595,0.09001361,8.55925309,-99.0,-99.0,0.567548106,53.96726008,1.819565599,173.0196417,0.012614907,1.19953173,0.014281061
-15.542535,17.204905,-2.7737267,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000501493,0.04512123,-99.0,-99.0,0.000570838,0.051360398,6.20384592,558.1831416,-99.0,-99.0,10.49436907,0.858678301,2.749073624,247.344401,56.96854369,4.693854874,0.000107757,0.009695333,10.81159044,5.598776482,503.742789,101.3306232,1.126224578,0.000460571,0.041439255,-99.0,111.1435559,-99.0,49.37477341,3.069648471,276.187715,0.010793135,0.9710986,0.002885782,0.259644534,0.289034506,26.00551188,2.876379153,258.7985538,0.638958621,57489.48877,0.003836614,0.3451945,0.086296185,7.76438946,-99.0,-99.0,0.778180158,70.01576941,2.098198995,188.7827844,0.007815467,0.70318668,0.015423714
-8.076062,16.948572,-0.41600826,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000266442,0.030953444,-99.0,-99.0,0.00045507,0.052866892,4.525469202,525.7377857,0.134736808,15.65279261,7.051600589,0.917204439,1.847892211,214.675366,34.53054072,4.261888212,6.71e-05,0.007798318,11.81934736,4.250930681,493.843795,101.1348786,0.870553327,0.000420932,0.048900966,-99.0,86.07844681,-99.0,57.86176371,2.31660357,269.127018,0.02333686,2.71111537,0.002624816,0.304932983,0.172317649,20.01867547,2.304944986,267.7726041,0.737994416,85735.09903,0.003191938,0.37081736,0.075903213,8.81791154,-99.0,-99.0,0.504305205,58.5866989,1.800639781,209.1859052,0.006437743,0.74789257,0.020625654
-1.3230585,23.823921,0.9544423,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000133002,0.015636055,-99.0,-99.0,0.00048702,0.057255325,4.2698229,501.9718767,0.144706531,17.01208938,8.525693781,0.840045139,0.704354858,82.805854,43.19379366,3.844710501,4.79e-05,0.00563619,12.60841741,1.118123136,131.449566,57.45142924,0.488687593,0.000522662,0.061445504,-99.0,85.0609984,-99.0,59.82112063,-99.0,-99.0,0.0347243,4.08228217,0.000306548,0.036038572,0.188643891,22.17748379,1.611871713,189.4959786,1.111921937,130720.5368,0.014259208,1.67635093,0.101993904,11.99067792,-99.0,-99.0,0.425486883,50.02138361,1.18638483,139.474595,0.012314773,1.44775789,0.006798398
-16.406878,15.67461,-1.4089037,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000222652,0.025725051,-99.0,-99.0,0.000430801,0.049774575,4.542646969,524.8550405,0.058379925,6.7451858,8.01273013,0.87502334,1.272860742,147.06566,39.20190468,3.721418485,5.32e-05,0.006143096,16.32303513,2.998273909,346.41899,95.53709826,0.826878426,0.000330031,0.038131619,-99.0,86.55050669,-99.0,65.47571901,1.877181948,216.888615,0.025368974,2.93111792,0.002720035,0.314271357,0.139803852,16.15286348,2.953803705,341.2809258,1.05445689,121831.3942,0.000816818,0.09437472,0.050159608,5.79541468,-99.0,-99.0,0.655170736,75.69808203,2.29863297,265.5828438,0.00110231,0.12736026,0.010843092
-13.574707,18.011946,-2.8645315,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000471297,0.04855008,-99.0,-99.0,0.000469382,0.048352797,5.275499237,543.4491389,0.043371103,4.46782144,9.818606906,0.953173257,2.203688282,227.010269,54.4620743,5.18122755,8.76e-05,0.009021087,9.44219112,4.811472628,495.648002,86.66747102,0.841319168,0.000464856,0.047886608,-99.0,97.07438764,-99.0,49.41358905,2.497237771,257.249912,0.01841026,1.89651053,0.001984381,0.204418596,0.24502102,25.24054247,2.269308328,233.7700379,0.463916064,47789.74918,0.008309671,0.85601068,0.104347571,10.74923809,-99.0,-99.0,0.570118918,58.73010705,1.699189409,175.0399308,0.009303737,0.95841314,0.022217658
-4.419896,18.22404,-5.9829683,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.00033602,0.03899564,-99.0,-99.0,0.000320677,0.037215038,4.613493521,535.4027848,0.003085526,0.35807983,8.658751289,0.820943666,1.57478538,182.756186,46.53726452,3.862496923,6.86e-05,0.007963449,9.278704196,3.162249602,366.98377,54.96518674,0.473627594,0.000372221,0.043196746,-99.0,86.16865007,-99.0,51.96467951,1.716963379,199.256154,0.01862441,2.16139052,0.002114873,0.245434197,0.211178328,24.5075591,2.13089505,247.2935398,1.005457472,116684.835,0.008341739,0.96807127,0.062037461,7.19953965,-99.0,-99.0,0.519322083,60.26810012,1.611572967,187.0254397,0.009071721,1.05278672,0.014549196
-4.5125136,16.941526,-5.836617,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000490676,0.054304723,-99.0,-99.0,0.000400044,0.044274171,4.828839284,534.422994,0.175572127,19.43112544,8.334946413,1.005346541,1.351011991,149.520792,42.70831406,4.95961398,6.77e-05,0.007494733,8.232897097,3.234392505,357.9605,33.36604353,0.301482652,0.000432943,0.047915221,-99.0,90.35612872,-99.0,47.95546302,1.356983536,150.181682,0.037786642,4.18196777,0.003123867,0.345728297,0.238489859,26.39443079,2.287555916,253.1710852,0.715063682,79138.37079,0.014451283,1.5993694,0.078028773,8.63569233,-99.0,-99.0,0.406102688,44.9446754,1.881453229,208.2264098,0.01803697,1.9962088,0.029001285
-32.629658,1.6813899,-11.471169,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000243756,0.031246846,-99.0,-99.0,0.000276716,0.035471974,4.162039633,533.5280884,0.002542205,0.32588298,9.071081081,1.240112736,2.082906568,267.005905,47.18574664,6.789968945,6.7e-05,0.008586746,6.283914312,4.053173174,519.572596,98.94490144,0.771866768,0.00034264,0.043922707,-99.0,78.00975662,-99.0,44.65139611,1.873375932,240.146363,0.00805654,1.03276055,0.002135166,0.273704948,0.17045943,21.85103981,1.893612625,242.7404862,0.440248091,56435.00381,0.001204327,0.15438164,0.093027999,11.92517491,-99.0,-99.0,0.392644645,50.33276113,1.500967981,192.4077251,0.006081775,0.77961728,0.015563092
-18.950691,10.454064,-4.562024,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000543438,0.072801402,-99.0,-99.0,0.000311424,0.041719707,3.906629656,523.3494871,0.17684382,23.69078478,7.733497125,1.155919796,1.326773792,177.740519,39.61494528,5.685345862,5.94e-05,0.007951795,6.191087179,3.498032123,468.611944,64.90438053,0.484489589,0.000402533,0.05392512,-99.0,74.64667019,-99.0,45.38384359,1.699510776,227.674024,0.020306565,2.72035781,0.002387396,0.319826248,0.156913386,21.02081525,1.550852775,207.7591366,0.121221104,16239.31833,0.012416036,1.66330744,0.062369554,8.35530286,-99.0,-99.0,0.234976983,31.47856188,1.315875792,176.2805747,0.012400352,1.66120636,0.033795646
-24.901653,9.613741,-1.8776854,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000243743,0.030432427,-99.0,-99.0,0.000292108,0.036470994,3.955030495,493.8030432,0.188664837,23.55563906,8.412689804,0.94225844,1.396773206,174.39331,42.13987609,4.5568937,6.46e-05,0.00807159,11.07242818,2.871579663,358.529417,51.49152502,0.412412508,0.000536072,0.066930997,-99.0,80.09327909,-99.0,58.14572833,1.686204041,210.53003,0.040107186,5.00755949,0.005982009,0.746880266,0.23734807,29.63395595,2.503184062,312.5335971,0.879275456,109781.4281,0.013228117,1.65158892,-99.0,-99.0,-99.0,-99.0,0.207746712,25.93809548,2.29543735,286.5955016,0.015450912,1.92911466,0.044037734
-8.385063,26.709387,-2.8437362,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000449901,0.041584921,-99.0,-99.0,0.000501645,0.046367746,5.774240208,533.72055,0.021478526,1.98528815,10.20228614,0.993052431,2.559089258,236.539956,56.44957751,5.520674013,9.36e-05,0.008655927,9.069076783,5.335935881,493.20751,80.26791844,0.868406214,0.000504566,0.046637726,-99.0,108.1884557,-99.0,45.75682099,2.612437357,241.470991,0.016716708,1.54514715,0.001993441,0.184256366,0.265439785,24.53494536,2.306702546,213.2115235,0.485084653,44837.00688,0.007560941,0.69886764,0.126837257,11.72373299,-99.0,-99.0,0.602974474,55.73371672,1.703728072,157.4778068,0.009777646,0.90376061,0.0193018
-41.754112,-3.9159768,-3.6176565,-99,31,Forest,Airborne,AVIRIS_NG,D02,-99.0,-99.0,-99.0,-99.0,0.000521845,0.068184276,3.60098401,470.5050384,0.179729696,23.48350536,8.075755847,1.063283321,1.111469104,145.224698,39.51686485,5.320692925,5.99e-05,0.007832013,8.659808516,1.959124616,255.979477,68.73890044,0.526089332,0.000546047,0.071346535,-99.0,76.53444099,-99.0,53.0938756,0.262044199,34.238729,0.030344806,3.96485631,-99.0,-99.0,0.167513224,21.88729956,1.367780144,178.7143313,0.340705897,44516.67676,0.005901474,0.77108738,0.121778102,15.91154256,-99.0,-99.0,0.315981641,41.28620219,1.051798504,137.4281291,0.007681358,1.00364727,0.016814491
28.040478,32.93573,-11.435158,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000711265,0.087040602,-99.0,-99.0,0.000191801,0.023471514,4.614505809,564.6972772,0.059031352,7.22392499,8.738754778,1.267760357,1.739941899,212.924307,46.42946983,6.845837345,6.21e-05,0.007601009,6.610541206,4.411537429,539.859148,119.6948865,0.978104148,0.000328327,0.040178801,-99.0,81.71645226,-99.0,44.71317705,2.307512601,282.380419,0.011994207,1.46778362,0.003233355,0.395679799,0.156280508,19.12472989,2.157018727,263.9638246,0.420532474,51462.39988,0.005494681,0.67240822,0.065661713,8.03531122,-99.0,-99.0,0.296925156,36.33603125,1.86009357,227.6277933,0.010730914,1.31318893,0.023701192
4.3335567,24.029404,-2.7651834,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000352925,0.043520295,-99.0,-99.0,0.000291263,0.035916543,4.534483095,559.1617399,0.084937597,10.4739291,8.0256532,0.979869772,0.927476725,114.370147,43.01325905,4.620808303,6.03e-05,0.007441787,8.645959779,1.613653145,198.984775,78.77009187,0.638780561,0.000397882,0.049064129,-99.0,81.0943019,-99.0,51.60989503,0.607534867,74.917085,0.029560175,3.64516061,0.002415931,0.297916196,0.161544538,19.9205782,2.693628081,332.159969,1.217581557,150143.91,0.007547861,0.93075109,0.034722002,4.28168212,-99.0,-99.0,0.363975863,44.88303792,2.329652218,287.2769311,0.00952696,1.17480013,0.015352205
11.112115,25.805033,-8.246981,-99,31,Forest,Airborne,AVIRIS_NG,D02,-99.0,-99.0,-99.0,-99.0,0.000290048,0.039665187,3.821028067,522.5395074,0.045790755,6.26205256,7.689034449,1.005199537,1.135214683,155.244743,39.33481188,4.672202696,6.73e-05,0.009205661,8.364626038,1.702750271,232.857302,76.61861299,0.560267437,0.00042903,0.058671431,-99.0,73.12419469,-99.0,53.41035981,0.542128964,74.138111,0.0214058,2.92732119,0.001967815,0.269105848,0.200275653,27.38842513,2.099706461,287.1425073,1.016764518,139046.2517,0.0057099,0.78084967,0.059565815,8.14584224,-99.0,-99.0,0.323887916,44.29285242,1.775818545,242.8496549,0.007650151,1.04618597,0.013241315
-14.5830965,13.584001,-7.3615813,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000403484,0.046115603,-99.0,-99.0,0.000284869,0.032558683,4.608324807,526.7015984,-99.0,-99.0,9.025865373,1.028794814,2.215960963,253.269947,45.9068988,5.229605438,6.39e-05,0.007307413,8.35866829,3.757020813,429.40308,52.06801856,0.455564104,0.000444216,0.050770969,-99.0,87.49403498,-99.0,48.85762528,1.840197019,210.322569,0.013005344,1.48642631,0.002476333,0.283028731,0.209453138,23.93913348,1.742999195,199.2134887,0.699997319,80005.14771,0.009808503,1.1210482,0.092466726,10.56834629,-99.0,-99.0,0.422577529,48.29786734,1.320421666,150.9156214,0.011389638,1.30176163,0.013397423
9.69378,21.027306,-8.224055,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000502888,0.050565937,-99.0,-99.0,0.000288726,0.029031723,5.345077561,537.4537676,0.065762753,6.61252128,10.89089551,0.971825987,1.423375853,143.122098,56.00204958,5.243012965,7.13e-05,0.007167712,9.973762091,3.084275725,310.127513,78.57453422,0.78143834,0.000366922,0.036894388,-99.0,99.45185769,-99.0,50.28483799,1.662132052,167.129312,0.03830988,3.85210297,0.004707508,0.473345452,0.247338652,24.87018922,3.940028977,396.1744977,0.877341493,88217.70786,0.004018305,0.40404525,0.00222996,0.22422508,-99.0,-99.0,0.664752192,66.84160628,3.275276785,329.3328914,0.006528124,0.6564105,0.026753394
-6.617132,16.274298,-1.8758783,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000235301,0.024887506,-99.0,-99.0,0.000524977,0.055526339,5.011148022,530.0242018,0.073109979,7.73277065,8.597103588,1.047975925,2.240981231,237.026383,44.51467969,5.302339448,7.53e-05,0.007961592,12.39717252,4.904262332,518.719007,88.67413087,0.838375293,0.000446972,0.047275793,-99.0,94.54564536,-99.0,56.75217797,2.605510195,275.582253,0.021196626,2.24194625,0.002050931,0.216924935,0.198141337,20.95721454,2.384714123,252.2288693,0.807224401,85379.3316,0.002754535,0.29134447,0.084374828,8.92424265,-99.0,-99.0,0.6090856,64.42238539,1.775628522,187.8064839,0.005749167,0.60808375,0.0167973
-10.757751,16.485262,4.0168977,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000816384,0.077254935,-99.0,-99.0,0.000409083,0.038711788,5.837478458,552.4043417,0.137701632,13.03079399,10.67991609,1.134270381,0.784759418,74.262289,53.64861685,5.87432019,5.19e-05,0.004914019,17.33987824,1.152002298,109.014719,69.09942563,0.730201373,0.000566222,0.053581998,-99.0,105.6740148,-99.0,62.15735152,0.886378369,83.878555,0.024293379,2.29889808,-99.0,-99.0,0.246303947,23.30790096,3.139288371,297.072878,0.545180622,51590.79301,0.025639182,2.42625229,0.146805115,13.89226244,-99.0,-99.0,0.522062521,49.40311221,2.61722585,247.6697658,0.020182207,1.90985523,0.025685542
-10.534993,12.045974,-5.597653,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000470773,0.053153186,-99.0,-99.0,0.000277299,0.031308776,4.667723931,527.0151846,-99.0,-99.0,9.37093241,1.092977418,2.064886732,233.138609,48.42745711,5.674381419,5.86e-05,0.006620156,9.29138472,3.705137307,418.333143,42.91602491,0.380103197,0.000409203,0.04620162,-99.0,88.56905962,-99.0,51.20866475,1.902016999,214.749599,0.016283139,1.83846808,0.002660836,0.300424998,0.2136479,24.12218222,1.880246283,212.2915487,0.746714822,84308.76713,0.009933133,1.12151274,0.072623197,8.1996125,-99.0,-99.0,0.450963517,50.91659765,1.429282766,161.374951,0.011923862,1.3462785,0.013260524
-3.9649143,23.333176,-2.723296,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.00026642,0.034290703,-99.0,-99.0,0.000273006,0.035138359,3.707573004,477.1979246,0.149019427,19.18013787,8.720739426,1.103854185,1.427478242,183.729263,44.81949183,5.578622471,6.29e-05,0.008096721,8.776199823,3.099993986,398.997051,22.5870052,0.175488967,0.000448705,0.057752385,-99.0,77.69465903,-99.0,53.09772391,1.770806318,227.918668,0.034279047,4.4120211,0.005770958,0.742774063,0.257553778,33.14948298,2.743865782,353.1601549,0.803146224,103372.128,0.011600718,1.49311647,0.024514232,3.15520171,-99.0,-99.0,0.264929518,34.09880699,2.478936263,319.0613479,0.013733919,1.76767859,0.049728345
-1.4075086,21.898254,-2.652155,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000317468,0.03261347,-99.0,-99.0,0.000385329,0.039584871,4.607166279,473.2946724,0.171766418,17.64558208,8.816086735,0.939741902,1.695549219,174.183948,45.45331279,4.429975881,5.69e-05,0.005844559,11.04964867,3.677193442,377.758466,18.74984759,0.182515609,0.000526221,0.054058757,-99.0,97.34244959,-99.0,53.16249474,2.19443224,225.434253,0.03916665,4.02359403,0.007239205,0.743684255,0.272198986,27.96303018,3.070104985,315.3922053,1.251795799,128597.113,0.011674819,1.19935541,0.037175661,3.81905952,-99.0,-99.0,0.254186396,26.11259501,2.815918588,289.2796103,0.014995172,1.54045561,0.039033745
2.7934186,27.272905,-1.247739,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000530845,0.07045783,-99.0,-99.0,0.000266964,0.03543353,4.199320223,557.3658766,0.113051749,15.00509224,7.891814386,1.161273971,1.446191094,191.949536,41.7844025,5.834049738,5.47e-05,0.007263478,10.96568496,4.128552967,547.973106,119.5283153,0.900553286,0.000361053,0.047921763,-99.0,75.34225541,-99.0,59.33933007,2.50716795,332.770493,0.015845758,2.10317017,0.003448427,0.457701559,0.135924056,18.04087964,2.341691984,310.8072583,0.657375558,87251.90856,0.003993515,0.53004977,0.042452645,5.63463948,-99.0,-99.0,0.350431438,46.51193892,1.991260546,264.2953194,0.00730187,0.96915999,0.02679948
1.579978,17.143564,-7.0975614,-99,31,Forest,Airborne,AVIRIS_NG,D02,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.00631195,1.075723016,-99.0,-99.0,50.72865305,5.576264755,-99.0,-99.0,10.14944324,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,109.3191425,-99.0,48.14594184,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.062694571,97210.2915,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2.8632524,20.422712,-5.6482363,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000347102,0.043892315,-99.0,-99.0,0.000256747,0.032466557,4.042701027,511.2143097,0.017063771,2.15777614,9.258683473,1.11045471,1.686360033,213.246385,48.7372691,5.609456624,5.24e-05,0.006624513,9.511808832,3.495572201,442.027871,42.01453759,0.332252464,0.000381165,0.048199673,-99.0,79.0803573,-99.0,54.70251251,1.817279396,229.801617,0.01719761,2.17470063,0.003016449,0.381441018,0.195812809,24.76124487,1.656890337,209.5198345,0.662484938,83773.63995,0.008147374,1.03026525,0.066747449,8.44045864,-99.0,-99.0,0.395794366,50.04964305,1.261095971,159.4701914,0.009760421,1.23424094,0.014575909
6.148722,29.891336,-5.8733435,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000331267,0.039498943,-99.0,-99.0,0.000315652,0.037637079,4.318224399,514.8883458,0.00514207,0.61312051,9.036057675,1.136739759,2.070393149,246.865657,44.78785754,5.786210575,5.46e-05,0.006510214,8.171211225,3.535692713,421.5823,32.45134606,0.272160354,0.000368154,0.043897242,-99.0,83.86720023,-99.0,49.33361948,1.773680854,211.486833,0.019513678,2.32673536,0.001913366,0.228142298,0.176470001,21.04159918,1.681284615,200.4698631,0.600184311,71563.65173,0.00691674,0.82472524,0.063550346,7.57749701,-99.0,-99.0,0.452064021,53.90236231,1.229220594,146.5675008,0.008622577,1.02812265,0.009897389
-22.073614,11.438403,-1.2101219,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.00033535,0.034421616,-99.0,-99.0,0.000318292,0.032670748,4.931995584,506.2393822,0.049694692,5.10085822,9.859094976,1.107886033,2.25170008,231.123333,53.14167164,5.697289792,6.51e-05,0.006677639,11.84438725,4.022535438,412.888824,30.89987715,0.301039514,0.000494492,0.050756632,-99.0,97.42417832,-99.0,54.96275583,2.02535447,207.890331,0.018311102,1.8795234,0.00228946,0.234999139,0.226975877,23.29769479,1.592455832,163.4559161,0.6790051,69695.74815,0.013120762,1.34676653,0.110916469,11.38490168,-99.0,-99.0,0.437433619,44.89990331,1.155022213,118.5560128,0.012756569,1.30938435,0.014664393
-22.379175,7.164239,-5.445685,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000774602,0.083491355,-99.0,-99.0,0.000335109,0.036120105,5.173008768,557.5783199,0.064040835,6.90271031,10.77566607,1.173038505,1.702308637,183.485169,59.54342612,6.582985271,7.79e-05,0.008395106,9.308383965,4.837539133,521.419364,106.5592098,0.988617575,0.00045728,0.049288455,-99.0,92.77636134,-99.0,50.20693667,2.791117767,300.843634,0.014540152,1.56722593,0.003188209,0.343644489,0.257046031,27.70598325,2.396614479,258.3216721,0.364657434,39304.9942,0.012758151,1.37515106,0.102617452,11.06073259,-99.0,-99.0,0.448815221,48.37603181,1.947799259,209.9456403,0.013111002,1.41318343,0.029610553
1.5583934,14.381516,-7.234532,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000336058,0.050180908,-99.0,-99.0,0.000216781,0.032370176,3.725422857,556.2881815,0.1041649,15.55412774,8.250520288,1.13526952,0.467327262,69.782315,41.67273143,5.319978713,5.35e-05,0.007993979,6.564104576,1.746056107,260.724866,85.40537548,0.571953798,0.000377848,0.056421079,-99.0,66.96929723,-99.0,49.47521733,1.053010481,157.237798,0.024051039,3.59135306,0.00359115,0.53623826,0.187445123,27.98971026,2.057301742,307.2007363,0.770836504,115102.9705,0.009627901,1.4376589,0.040227143,6.00680379,-99.0,-99.0,0.175105066,26.14706632,1.882196676,281.05367,0.01309557,1.95545875,0.028359052
-14.929841,15.772497,-1.8991829,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000679802,0.085097569,-99.0,-99.0,0.00032823,0.041087853,4.497679224,563.0190495,0.080724597,10.10509721,9.748940183,1.25535783,1.499737729,187.737024,55.07575372,6.858910138,6.2e-05,0.007764541,10.48095354,3.855687211,482.654552,70.69385361,0.564738044,0.000416485,0.052135569,-99.0,79.88502748,-99.0,56.86224066,2.315125983,289.807246,0.014933819,1.86941397,0.001678475,0.210111398,0.181697302,22.7448506,1.774725206,222.1599293,0.321957347,40302.58956,0.012013516,1.50385076,0.062846911,7.86717027,-99.0,-99.0,0.368785795,46.1645701,1.405939411,175.9953592,0.010602477,1.32721699,0.030015681
-0.36833128,23.95031,-5.75732,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000217031,0.021800256,-99.0,-99.0,0.000393304,0.039506448,5.006834772,502.9248634,0.047028415,4.7238945,9.657671874,1.085693182,2.017934923,202.696852,51.04413911,5.42274193,7.08e-05,0.00711661,11.04914846,3.648436441,366.476923,36.40060147,0.362383748,0.000511194,0.051348232,-99.0,99.55432981,-99.0,52.72466482,1.966536451,197.533995,0.023202228,2.33060961,0.002258664,0.226877507,0.236931873,23.79925348,2.236325003,224.6336254,0.836761374,84050.72639,0.011701493,1.17538766,0.091947584,9.23592017,-99.0,-99.0,0.563080573,56.5601289,1.67324443,168.0734965,0.011215355,1.12655623,0.013923486
-13.493157,16.99083,2.7469978,-99,31,Forest,Airborne,AVIRIS_NG,D02,2e-05,0.002888686,-99.0,-99.0,0.000347279,0.050254875,3.374780573,488.3654087,0.117559768,17.01210581,9.460269406,1.281233012,0.961658467,139.161857,48.59085472,6.715283595,4.77e-05,0.006896395,15.6000655,1.328375774,192.229617,78.8378578,0.544797945,0.000443199,0.064135461,-99.0,69.10359564,-99.0,69.30023347,0.226247953,32.740402,0.020141949,2.91474685,0.000300995,0.043557046,0.122529381,17.7312599,1.578770559,228.4643142,0.325738579,47137.71781,0.001888697,0.27331386,0.075355336,10.90469105,-99.0,-99.0,0.268471632,38.85060235,1.310298927,189.6137118,0.004255987,0.61588504,0.019278531
1.3774871,20.99244,-4.2587543,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000455415,0.069614049,-99.0,-99.0,0.000199435,0.030485327,3.414148797,521.8816496,0.132379289,20.23529905,8.897134405,1.381386387,1.084241524,165.735529,46.24418893,7.344051413,4.97e-05,0.007593298,8.072204838,2.611588605,399.203506,66.85440731,0.43736141,0.000363149,0.055510407,-99.0,65.41998171,-99.0,55.22916791,1.178906973,180.205947,0.018035906,2.75694144,0.001746361,0.26694616,0.137976411,21.09086669,1.451661932,221.8988594,0.120409444,18405.60643,0.011200677,1.71211863,0.06357166,9.71746826,-99.0,-99.0,0.190261703,29.08311776,1.261400229,192.8157416,0.010554483,1.61334241,0.035174104
9.569635,27.907701,-5.2640724,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000510429,0.061901365,-99.0,-99.0,0.000356468,0.043229958,4.533765785,549.8240219,0.055617531,6.74491271,11.37269926,1.199491221,1.799610976,218.244478,64.05212073,6.915819279,7.39e-05,0.008959645,12.34666416,4.182038482,507.168947,55.69096991,0.459219321,0.000476313,0.057763934,-99.0,82.45848862,-99.0,59.12268427,2.381522659,288.814736,0.01036407,1.25688333,0.002251946,0.273100552,0.243273637,29.50255829,1.77172643,214.8628309,0.316669267,38403.477,0.01421921,1.72440828,0.081327786,9.86287618,-99.0,-99.0,0.4126897,50.04817662,1.35903673,164.8146543,0.012951112,1.57062208,0.031445655
-12.009508,23.116291,-3.6890547,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000495388,0.056343032,-99.0,-99.0,0.00044482,0.050591709,4.828102253,549.1251807,0.044269828,5.03503784,10.73585063,1.215794273,2.05347637,233.552548,60.68287807,6.807701371,8.14e-05,0.009252516,11.39742129,4.530740045,515.30463,76.66563788,0.674071326,0.000472731,0.053766122,-99.0,87.92352677,-99.0,56.48726601,2.394684029,272.35987,0.009706978,1.10402507,0.002328742,0.264859979,0.241512593,27.4684833,1.977221361,224.8796692,0.385272707,43819.06881,0.008983428,1.02173204,0.086847662,9.8776363,-99.0,-99.0,0.504642059,57.39556606,1.472579302,167.4841031,0.009060548,1.03050325,0.025765049
3.970059,27.45867,-10.472434,-99,31,Forest,Airborne,AVIRIS_NG,D02,0.000292164,0.028412644,-99.0,-99.0,0.000598035,0.058158273,5.271729423,512.6697439,0.116965088,11.374723,11.21270983,1.221287118,1.876223591,182.460629,60.07797481,6.914065442,7.56e-05,0.007354645,11.40392922,2.860089832,278.140512,53.29062139,0.547981893,0.000553654,0.053842194,-99.0,102.8289554,-99.0,52.54357924,0.806036468,78.386138,0.031619791,3.07498905,0.000793567,0.077173508,0.212924957,20.70671206,2.272509135,220.9989517,0.479580296,46638.64322,0.00733785,0.71359768,0.115180164,11.20114113,-99.0,-99.0,0.601048722,58.45131073,1.671460413,162.547641,0.009474296,0.92136457,0.01665052
